id,name,appearances,goals,asists,yellow_cards,second_yellow_cards,red_cards,minutes_played,goals_conceded,clean_sheets
111508,allan-nyom,23,1,1,6,-,-,1.688',,
100507,juan-carlos-paredes,28,1,-,3,-,-,2.166',,
63494,etienne-capoue,44,3,5,10,1,-,3.503',,
37337,mario-suarez,21,1,-,3,-,-,1.354',,
21905,valon-behrami,15,-,-,3,-,-,386',,
74768,adlene-guedioura,6,2,-,1,-,-,336',,
9966,almen-abdi,,,,,,,,,
14081,ben-watson,14,-,-,2,-,-,926',,
148907,sean-murray,18,1,3,1,-,-,1.140',,
177771,connor-smith,15,-,-,3,-,-,460',,
107427,ikechi-anya,,,,,,,,,
3668,lloyd-dyer,,,,,,,,,
28261,jose-manuel-jurado,,,,,,,,,
23197,alessandro-diamanti,10,-,1,3,-,-,843',,
55619,nordin-amrabat,31,6,4,7,-,-,2.175',,
129554,steven-berghuis,46,12,14,1,-,-,3.369',,
92141,victor-ibarbo,9,-,-,-,-,-,281',,
44948,fernando-forestieri,43,27,13,5,-,-,2.941',,
62121,odion-ighalo,45,35,5,3,-,-,3.971',,
65477,troy-deeney,24,4,3,-,-,-,1.451',,
314959,mamadou-obbi-oulare,7,-,-,1,-,-,121',,
101500,matej-vydra,25,2,5,1,-,-,880',,
245765,uche-ikpeazu,35,6,1,6,-,-,985',,
45494,wayne-hennessey,3,-,,-,-,-,270',6,1
95976,alex-mccarthy,18,-,,1,-,-,1.620',27,6
12814,julian-speroni,,,,,,,,,
62688,scott-dann,18,2,1,-,-,-,1.218',,
38145,adrian-mariappa,19,3,-,3,1,-,1.562',,
36861,damien-delaney,,,,,,,,,
25553,brede-hangeland,,,,,,,,,
29974,patrick-mccarthy,,,,,,,,,
244309,luke-croll,12,1,-,2,-,-,1.037',,
125868,pape-souare,13,-,-,4,-,-,882',,
141655,zeki-fryers,6,-,-,1,-,-,458',,
245334,jerome-binnom-williams,30,4,-,6,-,-,2.577',,
92572,joel-ward,32,-,-,8,-,-,2.842',,
78959,martin-kelly,4,-,-,-,-,-,360',,
28336,mile-jedinak,,,,,,,,,
261367,connor-dymond,,,,,,,,,
29434,yohan-cabaye,,,,,,,,,
41416,james-mcarthur,23,-,4,3,-,-,1.536',,
47995,jason-puncheon,24,1,6,8,-,-,1.882',,
57207,jordon-mutch,21,-,-,3,-,-,1.222',,
34409,joe-ledley,,,,,,,,,
244290,jake-gray,27,4,-,1,-,-,2.182',,
432293,luke-dreher,1,-,-,-,1,-,37',,
244125,hiram-boateng,37,4,4,5,-,-,1.587',,
170322,jonathan-williams,45,5,8,5,-,-,2.551',,
75471,yannick-bolasie,27,2,1,6,-,-,1.347',,
145988,wilfried-zaha,37,15,2,4,1,-,3.122',,
46791,bakary-sako,8,1,-,-,-,-,184',,
244130,sullay-kaikai,22,2,7,1,-,-,1.087',,
81801,chung-yong-lee,43,3,2,6,-,-,2.609',,
95435,connor-wickham,17,1,-,-,-,-,364',,
45693,glenn-murray,,,,,,,,,
42411,fraizer-campbell,20,-,-,3,-,-,692',,
196522,dwight-gayle,9,-,-,1,-,-,106',,
8883,emmanuel-adebayor,,,,,,,,,
19085,marouane-chamakh,,,,,,,,,
121223,kwesi-appiah,29,12,3,4,-,-,1.883',,
39471,brad-guzan,7,-,,-,-,-,613',9,2
49319,mark-bunn,,,,,,,,,
110867,jed-steer,8,-,,-,-,-,644',5,5
111426,benjamin-siegrist,42,-,,4,-,-,3.840',47,13
210662,bradley-watkins,,,,,,,,,
129085,jores-okore,29,1,1,-,-,-,2.565',,
98240,ciaran-clark,14,-,1,2,-,1,1.104',,
62638,nathan-baker,15,1,-,1,-,-,1.007',,
4241,joleon-lescott,,,,,,,,,
57515,aly-cissokho,30,3,1,1,-,-,2.388',,
37397,jose-crespo,28,2,1,9,-,-,2.330',,
265132,kevin-toner,32,1,-,7,-,-,2.684',,
282820,easah-suliman,14,-,-,-,-,1,1.154',,
319817,niall-mason,,,,,,,,,
241229,jordan-amavi,13,-,-,1,-,-,715',,
90964,joe-bennett,14,1,2,2,-,-,1.048',,
3548,kieran-richardson,,,,,,,,,
32617,micah-richards,,,,,,,,,
9619,alan-hutton,,,,,,,,,
197791,janoi-donacien,48,-,5,8,-,-,3.949',,
51226,carlos-sanchez,43,2,1,14,-,1,3.753',,
91317,ashley-westwood,29,-,5,7,-,-,2.457',,
126665,idrissa-gueye,33,4,1,5,-,-,2.043',,
164771,jordan-veretout,50,4,10,7,-,-,3.098',,
126014,leandro-bacuna,15,1,-,4,-,1,1.026',,
110861,gary-gardner,37,7,-,9,-,2,2.961',,
251289,jordan-lyden,14,1,-,3,-,-,757',,
127987,carles-gil,36,10,12,3,-,-,3.152',,
3876,joe-cole,,,,,,,,,
203460,jack-grealish,39,6,4,3,-,-,2.730',,
31552,scott-sinclair,27,2,-,2,-,-,939',,
243690,jerell-sellars,-,-,-,-,-,-,-,,
309841,andre-green,42,15,6,1,-,-,2.532',,
204103,adama-traore,40,1,4,-,-,-,1.903',,
22165,charles-nzogbia,,,,,,,,,
282821,corey-blackett-taylor,34,3,4,1,-,-,1.809',,
108354,jordan-ayew,34,3,3,2,-,-,2.214',,
39908,rudy-gestede,28,4,3,4,-,-,1.803',,
37148,gabriel-agbonlahor,,,,,,,,,
63824,libor-kozak,29,5,4,5,-,-,1.762',,
183299,callum-robinson,44,8,9,2,-,-,2.469',,
314237,rushian-hepburn-murphy,,,,,,,,,
412660,keinan-davis,26,8,4,6,-,-,1.684',,
29712,john-ruddy,7,-,,-,-,-,584',9,2
74088,declan-rudd,4,-,,1,-,-,283',5,1
121388,jake-kean,,,,,,,,,
196722,remi-matthews,2,-,,-,-,-,180',5,-
65255,timm-klose,18,1,-,4,-,-,1.562',,
67303,russell-martin,,,,,,,,,
33951,sebastien-bassong,,,,,,,,,
12127,michael-turner,,,,,,,,,
67252,ryan-bennett,20,-,-,8,-,1,1.628',,
38073,martin-olsson,28,1,1,3,-,-,1.975',,
198516,harry-toffolo,48,6,8,5,-,-,4.078',,
82281,ivo-pinto,24,-,-,4,-,-,1.671',,
12704,steven-whittaker,,,,,,,,,
12384,alexander-tettey,6,-,-,-,-,-,494',,
45272,youssouf-mulumbu,,,,,,,,,
207771,louis-thompson,38,1,1,6,-,-,2.198',,
49327,bradley-johnson,21,1,1,2,-,-,1.070',,
38388,vadis-odjidja-ofoe,48,6,4,9,1,1,2.721',,
45395,jonathan-howson,49,1,4,11,-,-,4.349',,
36608,graham-dorrans,23,1,1,6,-,1,1.877',,
3995,gary-oneil,,,,,,,,,
87789,tony-andreu,6,1,-,-,-,-,383',,
203127,conor-mcgrandles,45,2,1,14,-,-,3.739',,
43193,elliott-bennett,48,2,6,9,-,1,4.040',,
128229,robbie-brady,7,-,-,1,-,-,217',,
24589,wes-hoolahan,30,1,10,3,-,-,2.128',,
294057,james-maddison,53,18,12,8,-,-,3.626',,
199528,josh-murphy,14,1,-,-,-,-,266',,
129078,nathan-redmond,32,3,6,-,-,-,2.128',,
199527,jacob-murphy,34,1,2,4,-,-,1.517',,
44624,dieumerci-mbokani,1,-,-,-,-,-,77',,
35413,lewis-grabban,34,13,4,3,-,-,2.134',,
42513,gary-hooper,14,4,2,1,-,-,704',,
35855,cameron-jerome,37,5,7,6,-,-,1.698',,
41355,ricky-van-wolfswinkel,35,17,8,6,-,-,2.814',,
36884,kyle-lafferty,26,9,2,6,-,-,2.032',,
203464,jamar-loza,30,3,-,2,-,2,1.291',,
13572,ben-foster,27,-,,-,-,-,2.430',49,5
3838,boaz-myhill,,,,,,,,,
22491,anders-lindegaard,5,-,,-,-,-,450',11,-
186923,jack-rose,7,-,,-,-,-,630',9,1
245625,alex-palmer,10,-,,-,-,-,900',21,2
42412,jonny-evans,27,2,1,3,-,-,2.108',,
73482,james-chester,22,-,2,1,-,-,1.879',,
121477,craig-dawson,50,4,2,7,-,1,4.203',,
25248,jonas-olsson,,,,,,,,,
40567,gareth-mcauley,,,,,,,,,
268527,shaun-donnellan,28,1,-,6,-,-,2.002',,
17804,sebastien-pocognoli,,,,,,,,,
121686,cristian-gamboa,27,1,-,6,-,-,2.114',,
74590,sandro,10,1,-,1,-,1,225',,
45330,claudio-yacob,19,-,1,4,-,-,964',,
387331,sam-field,29,-,-,14,-,-,2.343',,
27614,james-morrison,,,,,,,,,
36814,chris-brunt,,,,,,,,,
37171,craig-gardner,,,,,,,,,
3547,darren-fletcher,,,,,,,,,
85935,james-mcclean,37,10,7,8,-,1,2.926',,
37157,stephane-sessegnon,,,,,,,,,
284754,joe-ward,,,,,,,,,
314366,kyle-edwards,22,-,-,-,-,-,1.271',,
61711,callum-mcmanaman,33,3,1,3,-,1,2.004',,
314266,jonathan-leko,36,3,3,4,-,-,2.008',,
128897,saido-berahino,40,9,4,-,-,-,1.826',,
80197,salomon-rondon,23,3,1,2,-,1,1.062',,
64308,brown-ideye,5,-,-,1,-,-,37',,
49655,rickie-lambert,,,,,,,,,
39532,victor-anichebe,,,,,,,,,
296986,tyler-roberts,27,2,1,6,-,-,1.213',,
33781,vito-mannone,2,-,,-,-,-,180',2,1
130164,jordan-pickford,37,-,,2,-,-,3.330',63,7
3562,steve-harper,,,,,,,,,
240457,max-stryjek,42,-,,3,-,-,3.825',50,12
57079,jack-rodwell,14,3,-,3,-,-,827',,
57420,lamine-kone,8,-,-,1,-,-,720',,
27114,younes-kaboul,,,,,,,,,
102427,sebastian-coates,41,5,1,11,1,-,3.626',,
87422,valentin-roberge,31,-,-,9,2,-,2.705',,
49734,jan-kirchhoff,,,,,,,,,
3540,john-oshea,,,,,,,,,
3405,wes-brown,,,,,,,,,
258653,tom-beadling,13,-,1,2,1,1,883',,
52119,patrick-van-aanholt,48,3,3,6,-,-,3.817',,
257968,tommy-robson,47,1,2,5,-,-,4.112',,
108878,adam-matthews,31,-,2,1,-,-,2.657',,
36866,billy-jones,,,,,,,,,
136647,charalampos-mavrias,27,1,4,3,-,-,1.664',,
357958,josh-robson,3,-,-,1,-,-,196',,
60573,yann-mvila,45,2,3,3,-,-,3.481',,
37363,lee-cattermole,,,,,,,,,
40612,liam-bridcutt,15,-,1,5,-,-,1.186',,
39010,jordi-gomez,27,3,4,7,-,1,2.258',,
31720,sebastian-larsson,31,6,1,11,-,-,2.674',,
84835,emanuele-giaccherini,,,,,,,,,
218140,george-honeyman,36,5,5,9,-,-,3.117',,
320213,rees-greenwood,,,,,,,,,
96754,fabio-borini,24,6,4,3,-,-,1.647',,
38497,jeremain-lens,,,,,,,,,
77329,will-buckley,,,,,,,,,
248045,duncan-watmore,44,7,4,1,-,-,2.131',,
31579,adam-johnson,,,,,,,,,
307781,lynden-gooch,45,-,6,10,-,-,3.492',,
103565,wahbi-khazri,33,10,1,6,-,-,2.426',,
3875,jermain-defoe,9,-,-,1,-,-,256',,
44855,dame-ndoye,,,,,,,,,
35099,steven-fletcher,40,3,-,3,-,-,1.619',,
36500,ola-toivonen,26,6,1,5,-,-,1.109',,
29152,danny-graham,,,,,,,,,
218144,mikael-mandron,40,10,1,5,-,-,2.934',,
15220,artur-boruc,22,-,,2,-,1,1.962',20,6
4233,adam-federici,,,,,,,,,
111073,ryan-allsop,34,-,,3,-,-,2.984',43,9
300137,marius-adamonis,-,-,,-,-,-,-,-,-
399158,jordan-holmes,14,-,,1,-,1,1.200',17,3
253677,tyrone-mings,37,1,3,11,-,-,3.278',,
90836,steve-cook,24,-,-,2,-,-,2.067',,
37152,tommy-elphick,,,,,,,,,
3356,sylvain-distin,,,,,,,,,
15838,elliott-ward,,,,,,,,,
56829,stephane-zubar,,,,,,,,,
293450,baily-cargill,39,-,-,5,-,-,3.146',,
419930,jack-simpson,7,-,1,-,-,-,353',,
435765,corey-jordan,27,-,-,1,-,-,2.342',,
61819,charlie-daniels,19,-,3,1,-,-,1.576',,
42298,rhoys-wiggins,,,,,,,,,
197743,filippo-costa,3,-,-,-,-,-,200',,
398398,callum-buckley,,,,,,,,,
13573,simon-francis,,,,,,,,,
61841,adam-smith,21,-,4,5,-,1,1.804',,
416621,jordan-lee,,,,,,,,,
391132,matt-butcher,35,4,3,6,-,-,2.789',,
44983,dan-gosling,6,1,-,-,-,-,272',,
29975,andrew-surman,,,,,,,,,
55742,harry-arter,16,-,-,7,-,-,1.081',,
61583,eunan-okane,,,,,,,,,
10375,shaun-macdonald,17,2,1,2,-,-,1.453',,
225166,josh-wakefield,,,,,,,,,
92469,matt-ritchie,19,-,2,5,-,-,1.412',,
81455,juan-iturbe,37,2,2,3,-,-,1.696',,
28140,max-gradel,39,7,12,7,-,-,3.258',,
87672,junior-stanislas,8,-,2,-,-,-,202',,
186997,christian-atsu,8,-,1,-,-,-,404',,
36939,marc-pugh,,,,,,,,,
91059,joshua-king,33,5,3,5,-,-,2.295',,
146795,ryan-fraser,29,2,3,3,-,-,1.643',,
416622,jordan-green,35,8,-,5,-,-,2.515',,
104586,lee-tomlin,5,-,-,1,-,-,153',,
110858,benik-afobe,41,13,3,4,-,-,3.241',,
123682,callum-wilson,18,8,-,4,-,-,1.389',,
198495,tokelo-rantie,,,,,,,,,
57410,yann-kermorgant,,,,,,,,,
134293,jayden-stockley,38,20,1,8,-,1,2.893',,
255703,harry-cornick,43,13,6,3,-,-,2.649',,
386148,joe-quigley,35,9,-,6,-,-,2.132',,
398402,sam-surridge,48,13,3,6,-,1,1.891',,
34159,eduardo,,,,,,,,,
60220,matej-delac,29,-,,2,-,-,2.610',25,10
46741,david-luiz,47,-,1,12,-,1,3.686',,
196948,andreas-christensen,34,2,1,2,-,-,2.587',,
131708,kenneth-omeruo,19,2,1,7,-,-,1.670',,
112515,marcos-alonso,46,5,6,9,-,-,3.627',,
154287,todd-kane,31,1,5,4,-,-,2.262',,
181779,wallace-oliveira,,,,,,,,,
128900,nathaniel-chalobah,22,-,2,1,-,-,1.117',,
198589,lewis-baker,35,11,5,4,-,-,2.999',,
178314,victorien-angban,29,1,3,1,-,-,1.232',,
205938,mario-pasalic,48,14,9,6,-,-,2.529',,
294798,nathan,38,3,2,7,-,-,1.550',,
222830,danilo-pantic,26,4,4,4,-,-,1.561',,
216569,jeremie-boga,34,2,4,-,-,-,1.746',,
186863,cristian-cuevas,19,-,3,3,-,-,1.175',,
179184,michy-batshuayi,42,14,5,7,-,-,3.155',,
258889,dominic-solanke,48,30,7,7,-,-,4.186',,
40423,claudio-bravo,23,-,,2,-,-,2.009',27,7
201574,angus-gunn,12,-,,-,-,-,1.080',27,2
203853,oleksandr-zinchenko,28,-,5,2,-,-,1.843',,
53622,ilkay-gundogan,43,10,6,2,-,-,3.021',,
314678,brahim-diaz,40,4,4,5,-,-,2.438',,
70934,nolito,35,2,1,1,-,-,1.597',,
192565,leroy-sane,45,14,15,4,-,-,2.977',,
406635,phil-foden,45,14,11,2,-,-,3.184',,
363205,gabriel-jesus,41,13,12,5,-,-,2.570',,
286415,pau-lopez,36,-,,4,-,-,3.240',43,12
282823,alfie-whiteman,21,-,,2,-,-,1.808',40,2
307763,anton-walkes,24,-,-,1,-,-,1.924',,
186383,filip-lesniak,27,1,-,4,-,-,1.100',,
258912,luke-amos,33,6,-,4,-,-,1.555',,
215679,georges-kevin-nkoudou,17,4,-,1,-,-,643',,
387313,samuel-shashoua,34,6,4,4,-,-,1.740',,
314367,marcus-edwards,39,11,7,2,1,-,2.257',,
207015,vincent-janssen,29,3,1,4,-,1,1.569',,
345739,shayon-harrison,4,-,-,-,-,-,45',,
44058,wojciech-szczesny,40,-,,2,-,-,3.600',39,15
88590,shkodran-mustafi,12,1,-,1,-,-,703',,
253341,rob-holding,21,1,-,4,1,-,1.338',,
340310,marc-bola,25,1,1,4,-,-,1.815',,
111455,granit-xhaka,30,1,2,10,-,2,2.456',,
228370,gedion-zelalem,16,-,-,3,-,-,460',,
285845,ainsley-maitland-niles,23,-,1,-,-,-,1.123',,
340321,josh-dasilva,10,-,-,-,-,1,270',,
340328,stephy-mavididi,31,8,3,5,-,-,2.337',,
73185,lucas-perez,35,6,3,1,-,-,2.486',,
289791,kieran-ohara,7,-,,-,-,-,630',12,1
286384,eric-bailly,7,-,-,1,-,-,488',,
258886,demetri-mitchell,21,2,1,3,-,-,867',,
315969,scott-mctominay,37,2,1,10,-,-,3.002',,
122153,paul-pogba,27,1,9,8,-,1,1.782',,
55735,henrikh-mkhitaryan,44,5,9,2,1,-,3.360',,
289845,matty-willock,15,2,-,1,-,1,696',,
392770,angel-gomes,30,3,2,3,-,-,1.286',,
289844,josh-harrop,6,-,-,-,-,-,195',,
3455,zlatan-ibrahimovic,27,8,3,3,-,-,1.167',,
396284,zak-dearnley,33,6,-,-,-,-,1.099',,
85864,loris-karius,,,,,,,,,
5278,alexander-manninger,,,,,,,,,
82105,joel-matip,43,3,3,3,-,-,3.708',,
26669,ragnar-klavan,17,1,-,5,-,-,1.527',,
314353,trent-alexander-arnold,47,2,19,5,-,-,4.234',,
222813,marko-grujic,36,1,2,6,1,-,1.656',,
279454,mj-williams,44,1,3,11,-,-,3.742',,
372670,paulinho,4,-,-,1,-,-,203',,
337284,ovie-ejaria,26,2,-,1,-,-,1.947',,
344015,ben-woodburn,30,3,2,5,-,-,1.419',,
144303,lazar-markovic,39,4,8,7,-,-,2.292',,
279455,harry-wilson,43,11,21,6,-,1,3.591',,
406560,rhian-brewster,16,4,-,2,-,-,934',,
318547,mateusz-hewelt,-,-,,-,-,-,-,-,-
268185,joe-williams,23,-,2,7,-,-,1.289',,
406040,ademola-lookman,42,8,5,2,-,-,2.349',,
184381,shani-tarashaj,6,-,-,-,-,-,121',,
306024,dominic-calvert-lewin,18,5,2,2,-,-,1.331',,
42234,havard-nordtveit,12,-,-,1,-,-,359',,
247555,edimilson-fernandes,22,2,3,3,-,-,1.226',,
181380,arthur-masuaku,24,1,1,1,-,-,1.282',,
28260,alvaro-arbeloa,,,,,,,,,
57162,sofiane-feghouli,30,5,5,1,-,-,1.527',,
357662,declan-rice,50,5,4,11,-,-,4.422',,
242644,moses-makasi,,,,,,,,,
391719,domingos-quina,21,2,-,5,-,-,1.673',,
396857,dan-kemp,31,1,4,2,-,-,1.793',,
337321,nathan-holland,39,6,7,-,-,-,1.895',,
82130,gokhan-tore,16,-,-,-,-,-,328',,
22614,robert-snodgrass,20,2,2,4,-,-,1.097',,
342048,grady-diangana,42,2,1,2,-,-,1.964',,
96828,simone-zaza,10,-,-,1,-,-,205',,
284727,jonathan-calleri,67,27,6,10,2,-,5.102',,
289846,ashley-fletcher,13,2,1,2,-,-,505',,
215677,mouez-hassen,17,-,,3,-,-,1.530',9,10
3190,stuart-taylor,,,,,,,,,
341043,harry-lewis,5,-,,-,-,1,391',5,2
54935,martin-caceres,33,1,2,6,-,1,2.121',,
60583,jeremy-pied,3,-,-,-,-,-,16',,
167799,pierre-emile-hojbjerg,48,3,4,3,-,-,3.986',,
315185,jake-hesketh,32,2,-,5,-,1,2.038',,
232271,sofiane-boufal,29,8,5,6,-,-,2.344',,
286919,josh-sims,1,-,-,-,-,-,38',,
112343,manolo-gabbiadini,21,7,4,3,-,-,1.266',,
23951,steve-mandanda,20,-,,1,-,-,1.800',15,10
295073,kleton-perntreou,1,-,,-,-,-,90',5,-
183284,ryan-inniss,17,1,2,6,-,1,1.167',,
464738,ben-wynter,44,2,-,6,-,-,3.960',,
477758,aaron-wan-bissaka,26,-,-,2,-,1,2.213',,
74300,luka-milivojevic,20,-,-,1,-,-,911',,
378629,michael-phillips,31,2,-,4,-,-,2.026',,
320220,noor-husin,35,5,-,10,-,-,2.986',,
353674,keshi-anderson,35,6,5,6,-,-,2.690',,
273773,jonathan-benteke,34,9,-,2,-,-,2.086',,
233998,freddie-ladapo,41,15,4,1,-,-,2.589',,
21327,ron-robert-zieler,27,-,,1,-,-,2.374',35,12
62945,luis-hernandez,44,1,-,8,-,1,3.778',,
129893,molla-wague,4,-,-,-,-,-,270',,
341993,elliott-moore,35,1,-,6,-,-,2.980',,
274839,wilfred-ndidi,31,2,1,7,1,-,2.582',,
111051,nampalys-mendy,18,-,-,4,-,-,1.307',,
246579,bartosz-kapustka,8,1,-,3,-,-,299',,
168337,ahmed-musa,34,4,2,1,-,-,1.961',,
398065,harvey-barnes,48,11,14,2,-,-,3.205',,
174915,islam-slimani,28,8,2,7,-,-,1.390',,
13460,lee-grant,-,-,,-,-,-,-,-,-
112052,bruno-martins-indi,48,2,1,7,-,-,4.314',,
347666,ryan-sweeney,38,3,-,8,1,-,3.240',,
258310,joel-taylor,22,-,1,1,-,-,1.809',,
430788,tom-edwards,23,-,-,7,-,1,1.894',,
312017,ramadan-sobhi,35,8,6,7,-,-,2.843',,
338673,thibaud-verlinden,17,1,3,2,-,-,841',,
286005,julien-ngoy,29,5,3,2,-,-,1.795',,
81512,christian-kabasele,17,-,-,-,-,-,1.276',,
479944,charlie-rowan,17,2,-,6,-,-,1.477',,
479942,brandon-mason,1,-,-,1,-,-,90',,
37941,camilo-zuniga,,,,,,,,,
476532,andrew-eleftheriou,11,-,-,1,-,-,967',,
93690,brice-dja-djedje,30,2,1,3,1,-,2.123',,
112302,roberto-pereyra,25,5,6,9,1,-,1.860',,
127187,abdoulaye-doucoure,34,2,4,6,-,-,2.796',,
42735,sven-kums,54,3,5,6,-,-,3.843',,
479945,carl-stewart,,,,,,,,,
499604,dion-pereira,12,1,-,-,-,-,893',,
157501,mbaye-niang,23,7,2,3,-,-,842',,
35249,stefano-okaka,35,12,4,8,-,-,2.744',,
295331,isaac-success,24,3,9,1,-,1,1.063',,
46477,mathias-ranegie,,,,,,,,,
479939,michael-folivi,,,,,,,,,
80702,mark-birighitti,29,-,,4,-,-,2.610',39,11
287431,alfie-mawson,8,-,-,-,-,-,386',,
187105,mike-van-der-hoorn,36,3,2,3,1,-,2.887',,
72462,luciano-narsingh,14,1,-,-,-,-,533',,
85324,borja-baston,40,22,2,4,-,-,3.228',,
35564,fernando-llorente,22,2,1,1,-,1,743',,
298477,oli-mcburnie,30,1,2,4,-,-,1.147',,
9500,david-marshall,13,-,,-,-,-,1.124',16,3
9422,allan-mcgregor,48,-,,4,-,-,4.291',47,17
31886,dusan-kuciak,28,-,,4,-,-,2.520',33,9
2857,eldin-jakupovic,-,-,,-,-,-,-,-,-
456111,will-mannion,14,-,,1,-,-,1.260',27,4
177907,harry-maguire,37,2,-,8,1,-,3.169',,
44327,andrea-ranocchia,10,1,-,1,-,-,556',,
122011,markus-henriksen,32,-,-,4,-,1,2.910',,
18227,curtis-davies,47,4,-,9,-,-,4.230',,
9988,michael-dawson,,,,,,,,,
37957,alex-bruce,,,,,,,,,
459873,harvey-rodgers,26,-,3,4,-,-,2.062',,
234803,andrew-robertson,47,3,15,7,-,1,4.003',,
419929,josh-tymon,49,3,4,7,-,-,4.238',,
121404,omar-elabdellaoui,8,-,1,2,-,-,570',,
163738,moses-odubajo,33,-,3,5,1,-,2.475',,
66333,ahmed-el-mohamady,,,,,,,,,
241916,brian-lenihan,,,,,,,,,
453306,josh-clackstone,35,-,-,1,-,-,3.150',,
61832,jake-livermore,38,-,2,9,-,2,3.241',,
77737,alfred-ndiaye,21,-,-,6,1,-,1.182',,
13465,tom-huddlestone,12,-,-,3,-,-,436',,
457129,ben-hinchliffe,,,,,,,,,
122223,sam-clucas,30,3,4,6,-,-,1.777',,
68183,david-meyler,,,,,,,,,
509268,daniel-batty,34,2,5,5,-,1,2.274',,
53359,evandro,,,,,,,,,
9508,shaun-maloney,,,,,,,,,
257533,greg-olley,42,7,-,9,-,-,3.708',,
37920,kamil-grosicki,27,9,7,3,-,-,1.928',,
314875,jarrod-bowen,51,18,13,8,-,-,4.090',,
76608,abel-hernandez,18,3,2,-,-,-,633',,
93145,adama-diomande,24,8,2,5,-,-,1.839',,
356195,greg-luer,37,5,2,5,-,1,2.822',,
318224,johan-ter-horst,,,,,,,,,
138285,mika,25,-,,-,-,-,2.242',46,3
320228,michael-ledger,33,1,-,3,-,-,2.670',,
162029,javier-manquillo,21,1,2,5,-,-,1.347',,
210081,didier-ndong,22,-,1,5,-,-,1.611',,
258199,ethan-robson,25,1,1,3,-,-,1.907',,
364828,elliot-embleton,48,9,8,7,-,1,2.810',,
375391,joel-asoro,31,6,5,2,-,-,1.636',,
453824,josh-maja,21,3,3,1,-,-,1.095',,
427568,aaron-ramsdale,39,-,,1,-,-,3.510',42,15
463694,ollie-harfield,37,-,-,4,-,1,3.058',,
249089,lewis-cook,29,1,2,5,-,-,2.224',,
223047,emerson-hyndman,11,-,-,-,-,-,361',,
493607,matt-worthington,34,1,-,7,-,2,2.542',,
463695,keelan-oconnell,28,-,-,3,-,-,1.182',,
291422,lys-mousset,13,3,1,3,-,-,478',,
62947,tomas-mejias,13,-,,-,-,-,1.080',20,3
163531,connor-ripley,9,-,,-,-,-,787',9,4
50552,dimitrios-konstantopoulos,,,,,,,,,
128904,ben-gibson,31,-,-,4,1,-,2.765',,
64598,bernardo-espinosa,45,4,1,6,-,-,3.899',,
78966,daniel-ayala,22,3,-,3,-,-,1.532',,
16660,alex-baptiste,29,1,-,2,-,-,1.866',,
314140,dael-fry,36,1,2,3,-,-,3.101',,
77544,george-friend,17,-,-,2,1,-,1.267',,
167393,james-husband,33,1,1,5,-,-,2.649',,
32522,antonio-barragan,19,-,1,7,-,-,1.270',,
61891,fabio,30,-,4,8,-,1,1.770',,
59558,emilio-nsue,10,2,-,1,-,-,473',,
133179,marten-de-roon,44,3,1,9,1,-,3.668',,
129592,julien-de-sart,52,8,3,15,-,-,4.122',,
73067,adam-clayton,12,-,1,-,1,-,738',,
121257,adam-forshaw,28,-,2,5,-,-,1.778',,
257740,carlos-de-pena,66,7,11,13,-,-,4.538',,
13796,grant-leadbitter,,,,,,,,,
163530,adam-reach,36,2,2,3,-,-,2.209',,
95755,viktor-fischer,24,3,8,2,-,-,1.509',,
4063,stewart-downing,,,,,,,,,
83430,albert-adomah,38,2,4,3,-,-,2.560',,
48950,jordan-rhodes,28,4,3,1,-,-,1.030',,
18644,alvaro-negredo,39,10,5,3,-,-,2.417',,
59323,cristhian-stuani,42,24,2,14,-,-,2.923',,
33963,david-nugent,,,,,,,,,
392774,kane-wilson,48,3,14,4,-,-,4.229',,
456877,rekeem-harper,33,-,1,1,-,-,2.007',,
77274,matt-phillips,29,3,2,2,-,-,1.628',,
65976,hal-robson-kanu,,,,,,,,,
34130,tom-heaton,2,-,,-,-,-,112',2,1
192080,nick-pope,39,-,,1,-,-,3.510',51,9
3630,paul-robinson,,,,,,,,,
118534,michael-keane,38,3,2,3,1,-,3.282',,
74810,ben-mee,24,3,-,3,-,-,2.110',,
173504,james-tarkowski,37,1,2,12,-,-,3.287',,
111114,kevin-long,8,-,-,2,-,-,562',,
128828,tom-anderson,24,1,-,3,-,-,2.082',,
34691,stephen-ward,30,-,2,2,-,-,2.426',,
85928,danny-lafferty,26,1,1,2,-,-,1.223',,
102258,matthew-lowton,27,1,2,3,-,1,1.871',,
158700,tendayi-darikwa,51,2,5,15,-,-,4.320',,
385920,brad-jackson,7,-,-,1,-,1,446',,
33866,steven-defour,,,,,,,,,
158022,fredrik-ulvestad,19,2,1,4,-,-,1.259',,
385918,aiden-oneill,22,-,2,6,-,-,1.868',,
148262,jeff-hendrick,15,1,-,1,-,-,858',,
55291,scott-arfield,50,6,-,5,-,-,2.528',,
24634,david-jones,6,1,-,1,1,-,311',,
4055,dean-marney,,,,,,,,,
3292,joey-barton,,,,,,,,,
45623,george-boyd,,,,,,,,,
25366,michael-kightly,,,,,,,,,
89231,johann-berg-gudmundsson,19,-,1,2,-,-,1.181',,
120565,andre-gray,30,10,1,2,-,-,1.402',,
48078,sam-vokes,50,17,5,1,-,-,4.071',,
63200,ashley-barnes,25,1,-,4,-,-,850',,
16311,rouwen-hennings,32,15,3,6,-,-,2.584',,
